City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
308,half moon bay,5,US,1571195645,76,37.46,-122.43,65.26400000000004,2.6
309,luderitz,0,NA,1571195645,77,-26.65,15.16,59.26999999999996,5.1
310,lima,90,PE,1571195646,88,-12.06,-77.04,62.86999999999996,6.2
311,necochea,88,AR,1571195646,85,-38.55,-58.74,48.272000000000034,3.13
312,tiruchchirappalli,90,IN,1571195646,94,10.82,78.68,79.06999999999996,2.1
313,simpang,21,ID,1571195647,82,4.36,96.17,82.58000000000004,1.051
314,okhotsk,3,RU,1571195647,49,59.36,143.24,24.98000000000004,8.64
315,zyryanovsk,95,KZ,1571195647,62,49.74,84.27,44.05999999999998,3.39
316,trofors,0,NO,1571195648,60,65.54,13.39,41.26999999999996,3.1
317,kaeo,0,NZ,1571195648,83,-35.1,173.78,65.26400000000004,7.151
318,lakes entrance,100,AU,1571195648,86,-37.88,147.99,60.27799999999996,5.505
319,yangambi,100,CD,1571195648,99,0.77,24.47,69.08000000000004,0.885
320,yafran,97,LY,1571195649,67,32.06,12.53,67.81999999999996,3.29
321,san cristobal,100,HN,1571195649,96,14.68,-86.92,66.91999999999996,0.756
322,omboue,98,GA,1571195649,96,-1.57,9.26,73.94000000000003,0.854
323,hervey bay,90,AU,1571195649,57,-25.3,152.85,80.86999999999996,8.2
324,mount isa,64,AU,1571195650,11,-20.73,139.49,106.06999999999996,8.7
325,aswan,75,EG,1571195650,32,24.09,32.9,84.46999999999997,3.1
326,sidi ali,2,DZ,1571195650,75,36.1,0.42,59.900000000000006,0.388
327,piacabucu,14,BR,1571195650,84,-10.41,-36.43,74.84000000000003,4.896
328,meiktila,54,MM,1571195650,73,20.88,95.86,82.04000000000002,2.809
329,marawi,36,PH,1571195651,76,8.0,124.29,85.26199999999996,2.24
330,dumabato,57,PH,1571195651,79,16.32,121.7,79.15999999999998,1.886
331,staryy nadym,100,RU,1571195651,81,65.61,72.68,29.65999999999998,10.328
332,hovd,20,NO,1571195651,80,63.83,10.7,41.26999999999996,8.7
333,tynda,33,RU,1571195652,50,55.15,124.74,37.94000000000002,1.232
334,oga,75,IT,1571195652,98,46.46,10.35,39.469999999999956,0.5
335,san rafael,0,AR,1571195652,72,-34.61,-68.33,46.4,2.992
